5.240945053100585938e+01	6.338600158691406250e+00	2.173913083970546722e-02
5.240945053100585938e+01	7.244102478027343750e+00	6.521739065647125244e-02
5.240945053100585938e+01	8.149597167968750000e+00	8.695652335882186890e-02
5.240945053100585938e+01	9.055099487304687500e+00	6.521739065647125244e-02
5.240945053100585938e+01	9.960655212402343750e+00	6.521739065647125244e-02
5.240945053100585938e+01	1.086614990234375000e+01	4.347826167941093445e-02
5.240945053100585938e+01	1.177165222167968750e+01	4.347826167941093445e-02
5.240945053100585938e+01	1.267715454101562500e+01	2.173913083970546722e-02
5.341730117797851562e+01	0.000000000000000000e+00	2.173913083970546722e-02
5.341730117797851562e+01	9.055023193359375000e-01	2.173913083970546722e-02
5.341730117797851562e+01	1.811050415039062500e+00	4.347826167941093445e-02
5.341730117797851562e+01	2.716552734375000000e+00	6.521739065647125244e-02
5.341730117797851562e+01	3.622047424316406250e+00	1.304347813129425049e-01
5.341730117797851562e+01	4.527549743652343750e+00	1.739130467176437378e-01
5.341730117797851562e+01	5.433052062988281250e+00	1.739130467176437378e-01
5.341730117797851562e+01	6.338600158691406250e+00	1.739130467176437378e-01
5.341730117797851562e+01	7.244102478027343750e+00	1.739130467176437378e-01
5.341730117797851562e+01	8.149597167968750000e+00	1.521739065647125244e-01
5.341730117797851562e+01	9.055099487304687500e+00	1.304347813129425049e-01
5.341730117797851562e+01	9.960655212402343750e+00	1.304347813129425049e-01
5.341730117797851562e+01	1.086614990234375000e+01	1.086956486105918884e-01
5.341730117797851562e+01	1.177165222167968750e+01	8.695652335882186890e-02
5.341730117797851562e+01	1.267715454101562500e+01	8.695652335882186890e-02
5.341730117797851562e+01	1.358269500732421875e+01	6.521739065647125244e-02
5.341730117797851562e+01	1.448820495605468750e+01	6.521739065647125244e-02
5.341730117797851562e+01	1.539369964599609375e+01	2.173913083970546722e-02
5.341730117797851562e+01	1.629920196533203125e+01	2.173913083970546722e-02
5.442520141601562500e+01	0.000000000000000000e+00	8.695652335882186890e-02
5.442520141601562500e+01	9.055023193359375000e-01	1.521739065647125244e-01
5.442520141601562500e+01	1.811050415039062500e+00	1.956521719694137573e-01
5.442520141601562500e+01	2.716552734375000000e+00	1.956521719694137573e-01
5.442520141601562500e+01	3.622047424316406250e+00	2.173912972211837769e-01
5.442520141601562500e+01	4.527549743652343750e+00	2.173912972211837769e-01
5.442520141601562500e+01	5.433052062988281250e+00	2.173912972211837769e-01
5.442520141601562500e+01	6.338600158691406250e+00	2.173912972211837769e-01
5.442520141601562500e+01	7.244102478027343750e+00	1.956521719694137573e-01
5.442520141601562500e+01	8.149597167968750000e+00	1.956521719694137573e-01
5.442520141601562500e+01	9.055099487304687500e+00	1.739130467176437378e-01
5.442520141601562500e+01	9.960655212402343750e+00	1.521739065647125244e-01
5.442520141601562500e+01	1.086614990234375000e+01	1.521739065647125244e-01
5.442520141601562500e+01	1.177165222167968750e+01	1.521739065647125244e-01
5.442520141601562500e+01	1.267715454101562500e+01	1.304347813129425049e-01
