0.000000000000000000e+00	3.531494903564453125e+01	2.173913083970546722e-02
0.000000000000000000e+00	3.622044372558593750e+01	6.521739065647125244e-02
0.000000000000000000e+00	3.712599945068359375e+01	1.521739065647125244e-01
0.000000000000000000e+00	3.803150177001953125e+01	1.956521719694137573e-01
0.000000000000000000e+00	3.893699645996093750e+01	2.826086878776550293e-01
0.000000000000000000e+00	3.984249877929687500e+01	3.043478131294250488e-01
0.000000000000000000e+00	4.074804687500000000e+01	3.043478131294250488e-01
0.000000000000000000e+00	4.165355682373046875e+01	2.826086878776550293e-01
0.000000000000000000e+00	4.255905151367187500e+01	2.608695626258850098e-01
0.000000000000000000e+00	4.346455383300781250e+01	2.608695626258850098e-01
0.000000000000000000e+00	4.437010192871093750e+01	2.391304373741149902e-01
0.000000000000000000e+00	4.527560424804687500e+01	2.391304373741149902e-01
0.000000000000000000e+00	4.618110656738281250e+01	2.173912972211837769e-01
0.000000000000000000e+00	4.708660125732421875e+01	1.956521719694137573e-01
0.000000000000000000e+00	4.799210357666015625e+01	1.956521719694137573e-01
0.000000000000000000e+00	4.889765167236328125e+01	1.739130467176437378e-01
0.000000000000000000e+00	4.980315399169921875e+01	1.521739065647125244e-01
0.000000000000000000e+00	5.070865631103515625e+01	1.304347813129425049e-01
0.000000000000000000e+00	5.161415100097656250e+01	1.086956486105918884e-01
0.000000000000000000e+00	5.251969909667968750e+01	6.521739065647125244e-02
0.000000000000000000e+00	5.342520141601562500e+01	6.521739065647125244e-02
0.000000000000000000e+00	5.433070373535156250e+01	2.173913083970546722e-02
1.007900238037109375e+00	3.622044372558593750e+01	6.521739065647125244e-02
1.007900238037109375e+00	3.712599945068359375e+01	1.304347813129425049e-01
1.007900238037109375e+00	3.803150177001953125e+01	1.956521719694137573e-01
1.007900238037109375e+00	3.893699645996093750e+01	2.826086878776550293e-01
1.007900238037109375e+00	3.984249877929687500e+01	3.043478131294250488e-01
1.007900238037109375e+00	4.074804687500000000e+01	3.043478131294250488e-01
1.007900238037109375e+00	4.165355682373046875e+01	2.826086878776550293e-01
1.007900238037109375e+00	4.255905151367187500e+01	2.826086878776550293e-01
1.007900238037109375e+00	4.346455383300781250e+01	2.608695626258850098e-01
1.007900238037109375e+00	4.437010192871093750e+01	2.391304373741149902e-01
1.007900238037109375e+00	4.527560424804687500e+01	2.391304373741149902e-01
1.007900238037109375e+00	4.618110656738281250e+01	2.173912972211837769e-01
1.007900238037109375e+00	4.708660125732421875e+01	1.956521719694137573e-01
1.007900238037109375e+00	4.799210357666015625e+01	1.956521719694137573e-01
1.007900238037109375e+00	4.889765167236328125e+01	1.739130467176437378e-01
1.007900238037109375e+00	4.980315399169921875e+01	1.521739065647125244e-01
1.007900238037109375e+00	5.070865631103515625e+01	1.521739065647125244e-01
1.007900238037109375e+00	5.161415100097656250e+01	1.086956486105918884e-01
1.007900238037109375e+00	5.251969909667968750e+01	8.695652335882186890e-02
1.007900238037109375e+00	5.342520141601562500e+01	6.521739065647125244e-02
1.007900238037109375e+00	5.433070373535156250e+01	4.347826167941093445e-02
1.007900238037109375e+00	5.523620605468750000e+01	2.173913083970546722e-02
2.015750885009765625e+00	3.622044372558593750e+01	4.347826167941093445e-02
2.015750885009765625e+00	3.712599945068359375e+01	1.304347813129425049e-01
2.015750885009765625e+00	3.803150177001953125e+01	1.739130467176437378e-01
2.015750885009765625e+00	3.893699645996093750e+01	2.608695626258850098e-01
2.015750885009765625e+00	3.984249877929687500e+01	3.260869681835174561e-01
2.015750885009765625e+00	4.074804687500000000e+01	3.043478131294250488e-01
2.015750885009765625e+00	4.165355682373046875e+01	2.826086878776550293e-01
2.015750885009765625e+00	4.255905151367187500e+01	2.826086878776550293e-01
2.015750885009765625e+00	4.346455383300781250e+01	2.608695626258850098e-01
2.015750885009765625e+00	4.437010192871093750e+01	2.391304373741149902e-01
2.015750885009765625e+00	4.527560424804687500e+01	2.391304373741149902e-01
2.015750885009765625e+00	4.618110656738281250e+01	2.173912972211837769e-01
2.015750885009765625e+00	4.708660125732421875e+01	2.173912972211837769e-01
2.015750885009765625e+00	4.799210357666015625e+01	1.956521719694137573e-01
2.015750885009765625e+00	4.889765167236328125e+01	1.739130467176437378e-01
2.015750885009765625e+00	4.980315399169921875e+01	1.739130467176437378e-01
2.015750885009765625e+00	5.070865631103515625e+01	1.521739065647125244e-01
2.015750885009765625e+00	5.161415100097656250e+01	1.304347813129425049e-01
2.015750885009765625e+00	5.251969909667968750e+01	8.695652335882186890e-02
2.015750885009765625e+00	5.342520141601562500e+01	8.695652335882186890e-02
2.015750885009765625e+00	5.433070373535156250e+01	4.347826167941093445e-02
2.015750885009765625e+00	5.523620605468750000e+01	2.173913083970546722e-02
3.023601531982421875e+00	3.712599945068359375e+01	1.086956486105918884e-01
3.023601531982421875e+00	3.803150177001953125e+01	1.739130467176437378e-01
3.023601531982421875e+00	3.893699645996093750e+01	2.608695626258850098e-01
3.023601531982421875e+00	3.984249877929687500e+01	3.260869681835174561e-01
3.023601531982421875e+00	4.074804687500000000e+01	3.043478131294250488e-01
3.023601531982421875e+00	4.165355682373046875e+01	3.043478131294250488e-01
3.023601531982421875e+00	4.255905151367187500e+01	2.826086878776550293e-01
3.023601531982421875e+00	4.346455383300781250e+01	2.608695626258850098e-01
3.023601531982421875e+00	4.437010192871093750e+01	2.608695626258850098e-01
3.023601531982421875e+00	4.527560424804687500e+01	2.391304373741149902e-01
3.023601531982421875e+00	4.618110656738281250e+01	2.173912972211837769e-01
3.023601531982421875e+00	4.708660125732421875e+01	2.173912972211837769e-01
3.023601531982421875e+00	4.799210357666015625e+01	1.956521719694137573e-01
3.023601531982421875e+00	4.889765167236328125e+01	1.739130467176437378e-01
3.023601531982421875e+00	4.980315399169921875e+01	1.739130467176437378e-01
3.023601531982421875e+00	5.070865631103515625e+01	1.521739065647125244e-01
3.023601531982421875e+00	5.161415100097656250e+01	1.304347813129425049e-01
3.023601531982421875e+00	5.251969909667968750e+01	1.086956486105918884e-01
3.023601531982421875e+00	5.342520141601562500e+01	8.695652335882186890e-02
3.023601531982421875e+00	5.433070373535156250e+01	6.521739065647125244e-02
3.023601531982421875e+00	5.523620605468750000e+01	2.173913083970546722e-02
4.031501770019531250e+00	3.803150177001953125e+01	1.521739065647125244e-01
4.031501770019531250e+00	3.893699645996093750e+01	2.391304373741149902e-01
4.031501770019531250e+00	3.984249877929687500e+01	3.043478131294250488e-01
